onset	duration	trial_type	run_type	cue_position	score	score_txt	latency
45.0	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
48.0	1.5	VGSTARG	07VA	532	-1	DROP	-0.001
58.5	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
61.5	1.5	VGSTARG	07VA	108	1	CORRECT	0.4
66.0	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
69.0	1.5	VGSTARG	07VA	426	1	CORRECT	0.283
73.5	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
76.5	1.5	VGSTARG	07VA	214	1	CORRECT	0.333
81.0	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
84.0	1.5	VGSTARG	07VA	7	1	CORRECT	0.417
88.5	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
91.5	1.5	VGSTARG	07VA	426	1	CORRECT	0.3
99.0	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
102.0	1.5	VGSTARG	07VA	108	1	CORRECT	0.317
106.5	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
109.5	1.5	VGSTARG	07VA	633	-1	DROP	-0.001
114.0	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
117.0	1.5	VGSTARG	07VA	532	1	CORRECT	0.367
121.5	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
124.5	1.5	VGSTARG	07VA	633	1	CORRECT	0.317
135.0	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
138.0	1.5	VGSTARG	07VA	214	1	CORRECT	0.15
145.5	3.0	VGSCUE	07VA	n/a	n/a	n/a	n/a
148.5	1.5	VGSTARG	07VA	7	1	CORRECT	0.383
211.5	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
214.5	1.5	ANTITARG	07VA	214	1	CORRECT	0.433
219.0	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
222.0	1.5	ANTITARG	07VA	426	2	ERROR_CORRECTED	0.283
232.5	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
235.5	1.5	ANTITARG	07VA	7	1	CORRECT	0.517
240.0	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
243.0	1.5	ANTITARG	07VA	108	2	ERROR_CORRECTED	0.267
247.5	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
250.5	1.5	ANTITARG	07VA	532	2	ERROR_CORRECTED	0.267
255.0	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
258.0	1.5	ANTITARG	07VA	426	2	ERROR_CORRECTED	0.333
268.5	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
271.5	1.5	ANTITARG	07VA	214	1	CORRECT	0.433
276.0	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
279.0	1.5	ANTITARG	07VA	633	2	ERROR_CORRECTED	0.383
283.5	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
286.5	1.5	ANTITARG	07VA	633	2	ERROR_CORRECTED	0.35
294.0	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
297.0	1.5	ANTITARG	07VA	7	2	ERROR_CORRECTED	0.383
301.5	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
304.5	1.5	ANTITARG	07VA	532	2	ERROR_CORRECTED	0.367
309.0	3.0	ANTICUE	07VA	n/a	n/a	n/a	n/a
312.0	1.5	ANTITARG	07VA	108	2	ERROR_CORRECTED	0.4
